FY,Received From,Value,Party (specific),Party Group,Receipt type,Category,Subcategory,AEC
2022,Moelis Operating Australia,"25,000",Liberals (VIC),Liberal/Nationals,Donation Received,Banking and Finance Industry,,🔗
2022,Reece Pty Ltd,"25,000",Liberals (VIC),Liberal/Nationals,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,Henroth Investments Pty Ltd,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Jefferson Investments Pty Limited,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Banking and Finance Industry,,🔗
2022,"KILLELEA, STEPHEN","25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Individual,,🔗
2022,LNP QLD,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Kooyong 200 Club,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Kooyong 200 Club,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,"MANLY, ALAN","25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Individual,,🔗
2022,Lindway Pty Limited,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Banking and Finance Industry,,🔗
2022,Mrs Roslyn Packer,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Individual,,🔗
2022,SILVER RIVER INVESTMENT HOLDINGS PTY LTD ATF THE FENWICK FAMILY TRUST,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Banking and Finance Industry,,🔗
2022,SILVER RIVER INVESTMENT HOLDINGS PTY LTD ATF THE FENWICK FAMILY TRUST,"25,000",Liberals (NSW),Liberal/Nationals,Donation Received,Banking and Finance Industry,,🔗
2022,Australian Institute of Marine & Power Engineers,"25,000",Nationals (Fed),Liberal/Nationals,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,John McEwen House Pty Ltd,"25,000",Nationals (Fed),Liberal/Nationals,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,John McEwen House Pty Ltd,"25,000",Nationals (Fed),Liberal/Nationals,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Manildra Group,"25,000",Nationals (NSW),Liberal/Nationals,Donation Received,Food and Agriculture,,🔗
2022,The ARTLU Unit Trust,"25,000",Nationals (NSW),Liberal/Nationals,Donation Received,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Labor (Fed),"25,000",Labor (QLD),Labor,Donation Received,Intra-Political Party,,🔗
2022,Carrum Downs Regional Shopping Centre (GIK),"25,000",Labor (VIC),Labor,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,L Bisinella Developments Pty Ltd,"25,000",Labor (VIC),Labor,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,Shop Distributive & Allied Employees Association - VIC Branch,"25,000",Labor (VIC),Labor,Donation Received,Union,,🔗
2022,Liberals (VIC),"25,000",Country Liberals (NT),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Castleway Trust,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Uncategorised Company,,🔗
2022,City Lodge Pty Ltd,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Gary Spence,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Individual,,🔗
2022,Knox Farms Pty Ltd,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Food and Agriculture,,🔗
2022,Kooyong 200 Club,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Kooyong 200 Club,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Kooyong 200 Club,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Kooyong 200 Club,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Margot McKinney,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Individual,,🔗
2022,Mark Cloros,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Individual,,🔗
2022,Marland Mushroom Qld Pty Ltd,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Food and Agriculture,,🔗
2022,Optima Trading Trust,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Uncategorised Company,,🔗
2022,Quarry Materials Queensland Pty Ltd,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Manufacturing and Heavy Industry,,🔗
2022,Stuart Giles,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Individual,,🔗
2022,Wash It Australia Pty Ltd,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,Wayne McCrae,"25,000",LNP QLD,Liberal/Nationals,Donation Received,Individual,,🔗
2022,Ascot Capital Limited,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Austal Ships Pty Ltd,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Defence & Weapons Industry,Defence Industry,🔗
2022,The Chamber of Minerals & Energy of WA,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Coogee Chemicals Pty Ltd,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Manufacturing and Heavy Industry,,🔗
2022,DFD Rhodes Pty Ltd,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Banking and Finance Industry,,🔗
2022,Liberal Party (Fed),"25,000",Liberals (WA),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Liberal Party (Fed),"25,000",Liberals (WA),Liberal/Nationals,Donation Received,Intra-Political Party,,🔗
2022,Gabor Holdings,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Banking and Finance Industry,,🔗
2022,Hall & Prior Aged Care Organisation,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Kooyong 200 Club,"25,000",Liberals (WA),Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Kooyong 200 Club,"25,000",Liberals (WA),Liberal/Nationals,Donation Received,Political Fundraising Bodies,Associated Entities,🔗
2022,Northern Star Resources Ltd,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Westralia Airports Corporation,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Schaffer Corporation Limited,"25,000",Liberals (WA),Liberal/Nationals,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Mr Brook Adcock,"25,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Individual,,🔗
2022,ATECO Group,"25,000",Liberal Party (Fed),Liberal/Nationals,Donation Received,Services & Retail Sector,Wholesale/Import,🔗
2022,MSZ Australian Romance,"25,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Finance Sector Union of Australia (QLD),"24,710",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Australian Workers Union (National Office),"24,690",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Pacific Trends International Pty Ltd,"24,500",Liberals (VIC),Liberal/Nationals,Other Receipt,Services & Retail Sector,Wholesale/Import,🔗
2022,Greens (Fed),"24,094",Greens (WA),Greens,Donation Received,Intra-Political Party,,🔗
2022,Sydney Mining Club,"24,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Sydney Mining Club,"24,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Sydney Mining Club,"24,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Sydney Mining Club,"24,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Sydney Mining Club,"24,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Sydney Mining Club,"24,000",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,Australian Municipal Administrative Clerical Services Union Queensland Together Branch,"23,750",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Australian Municipal Administrative Clerical Services Union Queensland Together Branch,"23,750",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Australian Municipal Administrative Clerical Services Union Queensland Together Branch,"23,573",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Greens (Fed),"23,428",Greens (NSW),Greens,Other Receipt,Intra-Political Party,,🔗
2022,Department of Finance,"23,100",Nationals (Fed),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Galati Group,"23,100",Labor (WA),Labor,Other Receipt,Services & Retail Sector,Wholesale/Import,🔗
2022,Primary Health Care Limited,"23,100",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Julian Burnside,"23,050",Greens (VIC),Greens,Donation Received,Individual,,🔗
2022,Subtrade of SB Pty Ltd,"23,000",Liberals (SA),Liberal/Nationals,Other Receipt,Uncategorised Company,,🔗
2022,Shop Distributive & Allied Employees Association - VIC Branch,"23,000",Labor (VIC),Labor,Donation Received,Union,,🔗
2022,Aspen Medical,"22,900",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Commonwealth Bank of Australia,"22,722",The Liberal Party of Western Australia Pty Ltd,,Other Receipt,Banking and Finance Industry,,🔗
2022,Labor (NSW),"22,520",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Antony Simpson,"22,500",Liberals (SA),Liberal/Nationals,Donation Received,Individual,,🔗
2022,Coalition for Conservation,"22,297",Liberals (ACT),Liberal/Nationals,Other Receipt,Political Fundraising Bodies,,🔗
2022,Ernst & Young,"22,081",Labor (WA),Labor,Donation Received,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,The Australian Workers' Union NSW Branch,"22,008",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,The Australian Workers' Union NSW Branch,"22,008",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,The Australian Workers' Union NSW Branch,"22,008",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,The Australian Workers' Union NSW Branch,"22,008",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Australian Country Choice,"22,000",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,Australian Trucking Association,"22,000",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Faraday Associates,"22,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Free TV Australia Limited,"22,000",Labor (Fed),Labor,Other Receipt,Media and Communications,,🔗
2022,Google Australia Pty Ltd,"22,000",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Independent Higher Education Australia,"22,000",Labor (Fed),Labor,Other Receipt,Education,,🔗
2022,Insurance Council of Australia,"22,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Macquarie Group Limited,"22,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Macquarie Group Limited,"22,000",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Macquarie Telecom Pty Ltd,"22,000",Labor (Fed),Labor,Other Receipt,Media and Communications,,🔗
2022,Master Builders Australia,"22,000",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Medtronic Austaliasia Pty Limited,"22,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Health Insurance Restricted Membership Association,"22,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Organon,"22,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,Parker & Partners Public Affairs,"22,000",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Pfizer Pty Ltd,"22,000",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,REA Group,"22,000",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Responsible Wagering Australia,"22,000",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,Saab Australia Pty Ltd,"22,000",Labor (Fed),Labor,Other Receipt,Defence & Weapons Industry,Defence Industry,🔗
2022,Spirits & Cocktails Australia,"22,000",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,Tabcorp Holdings Limited,"22,000",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,Woodside Energy Limited,"22,000",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Google Australia Pty Ltd,"22,000",Liberals (TAS),Liberal/Nationals,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Hancock Prospecting Pty Ltd,"22,000",Liberals (SA),Liberal/Nationals,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal,🔗
2022,Clubs NSW,"22,000",Liberals (NSW),Liberal/Nationals,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,LNP QLD,"22,000",Nationals (Fed),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Nationals (NSW),"22,000",Nationals (Fed),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Communications Electrical Electronic Energy Information Postal Plumbing and Allied Services Union of Australia Electrical Division Queensland & Northern Territory Divisional Branch,"22,000",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Cryptoloc Technology Pty Ltd,"22,000",Labor (QLD),Labor,Donation Received,Services & Retail Sector,IT,🔗
2022,Jefferson Investments Pty Limited,"22,000",Labor (WA),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Liberal Democrats (WA),"22,000",Liberal Democrats,Lib Democrats,Other Receipt,Intra-Political Party,,🔗
2022,Cryptoloc Technology Pty Ltd,"22,000",LNP QLD,Liberal/Nationals,Donation Received,Services & Retail Sector,IT,🔗
2022,Golden Vision Biggera Waters GC Pty Ltd,"22,000",LNP QLD,Liberal/Nationals,Donation Received,Developers and Property Industry,Developers/Property,🔗
2022,J J Richards & Sons,"22,000",LNP QLD,Liberal/Nationals,Donation Received,Energy and Resource Companies,Waste & Resource Recovery,🔗
2022,John Bell Transport,"22,000",LNP QLD,Liberal/Nationals,Donation Received,Services & Retail Sector,Transportation,🔗
2022,Liberal Party (Fed),"21,863",Country Liberals (NT),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Nationals (Fed),"21,863",Country Liberals (NT),Liberal/Nationals,Other Receipt,Intra-Political Party,,🔗
2022,Labor (VIC),"21,730",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Greens (Fed),"21,729",Greens (TAS),Greens,Other Receipt,Intra-Political Party,,🔗
2022,Aria Restaurant,"21,369",Labor (Fed),Labor,Donation Received,Services & Retail Sector,Retail & Service,🔗
2022,"PATHI, PRADEEP","21,272",Liberals (NSW),Liberal/Nationals,Donation Received,Individual,,🔗
2022,Holding Redlich,"21,204",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,Australian Taxation Office,"21,064",Nationals (Fed),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Community and Public Sector Union (PSU Group),"21,035",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,United Workers Union,"20,971",Labor (NSW),Labor,Donation Received,Union,,🔗
2022,Labor Holdings Pty Ltd,"20,922",Labor (QLD),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Department of Finance,"20,833",Liberal Party (Fed),Liberal/Nationals,Other Receipt,Government,,🔗
2022,Greens (Fed),"20,695",Greens (ACT),Greens,Donation Received,Intra-Political Party,,🔗
2022,Motor Trades Association Of Australia Ltd,"20,625",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Transport Workers Union of Australia (WA Branch),"20,523",Labor (WA),Labor,Other Receipt,Union,,🔗
2022,Labor Holdings Pty Ltd,"20,416",Labor (QLD),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Labor Holdings Pty Ltd,"20,416",Labor (QLD),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Labor Holdings Pty Ltd,"20,416",Labor (QLD),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Labor Holdings Pty Ltd,"20,416",Labor (QLD),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Labor Holdings Pty Ltd,"20,416",Labor (QLD),Labor,Other Receipt,Political Fundraising Bodies,Associated Entities,🔗
2022,Express Print & Mail,"20,344",LNP QLD,Liberal/Nationals,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,ASU WA Branch,"20,343",Labor (WA),Labor,Other Receipt,Union,,🔗
2022,Shooter Fishers and Farmers Party WA,"20,331",Shooters & Fishers,,Other Receipt,Unknown,,🔗
